#Command: python3 Fitness_Esimation.py demodata/out/H37Rv_expected_counts.csv demodata/H37Rv/H37RvBD1.prot_table demodata/out/H37Rv_gumbel_gene_predictions.csv
#Gumbel/Bernoulli Calls: Calls from the Gumbel Analysis. Genes found to be significant through Bernoulli when all sites have 0 insertions are labeled EB
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are determined to be ES and those labeled EB by Gumbel are determined to be ESB
#Gene+TTN Summary: 315ES 54ESB 731GD 1036GA 1845NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,M0 Fitness Estimation,M1 Fitness Estimation,Mean Actual Count,TTN-Fitness Assesment
Rv3753c,-,hypothetical protein Rv3753c ,5,3,True,-1.2966210761831178,0.0002802647406313467,-1.34754091864253,8.174641579643575e-09,-0.3758735911549064,-0.29347089245997404,2.7199999999999998,GD
Rv3754,tyrA,prephenate dehydrogenase ,12,1,False,,,,,,,0.049999999999999996,ES
Rv3755c,-,hypothetical protein Rv3755c ,13,11,True,-0.11278107688364243,0.6719674528203544,-0.3060894397288071,0.05019669841791308,,,124.67692307692306,NE
Rv3756c,proZ,POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER PROZ ,17,17,True,0.20933643403236626,0.3419759095426948,0.25262103545472697,0.06485714773718106,-0.21978597618320922,-0.07708850620003327,86.63529411764706,NE
Rv3757c,proW,POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER PROW ,12,11,True,-0.26349922900281025,0.312120068372661,-0.08206588623637266,0.6503634317864171,-0.5952807484671503,-0.3672124288891923,67.93333333333332,NE
Rv3758c,proV,POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PROV ,17,15,True,-0.10532267556806232,0.6496535644453814,-0.00573750513993769,0.9744314744846146,-0.5737251596567835,-0.30347902591618753,93.87058823529412,NE
Rv3759c,proX,POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) BINDING LIPOPROTEIN PROX ,14,13,True,0.0012428770869738791,0.9955259121524374,-0.1342719627790528,0.39894075703703724,-0.34365662301362543,-0.04027585818203687,70.94285714285715,NE
Rv3760,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,6,6,True,0.15343253567956136,0.6981589804827486,0.2414563688587728,0.3128150682010548,-0.1596431650064713,-0.0624475430472005,66.23333333333333,NE
Rv3761c,fadE36,POSSIBLE ACYL-CoA DEHYDROGENASE FADE36 ,17,17,True,0.21325893830406387,0.3325394840015114,0.2333260422558641,0.09019995135735824,-0.33882907756317254,-0.0027648932221436533,114.99999999999999,NE
Rv3762c,-,POSSIBLE HYDROLASE ,30,30,True,0.34858523919726403,0.023782630108327655,0.15784370621484062,0.12973818895886102,-0.24411416915298115,-0.08752814978877087,126.59333333333332,NE
Rv3763,lpqH,19 KDA LIPOPROTEIN ANTIGEN PRECURSOR LPQH ,9,9,True,-0.07066298281899198,0.8327611826100528,0.29693806645259535,0.11794570024278463,-0.4622752320928978,-0.17452907761156272,78.77777777777777,NE
Rv3764c,-,POSSIBLE TWO COMPONENT SENSOR KINASE ,17,16,True,-0.8003004679170567,2.5803286230229514e-05,-0.6307190067098393,8.781266781646401e-07,-0.5524492339991174,-0.24096345124270177,16.61764705882353,GD
Rv3765c,-,PROBABLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN ,14,14,True,0.4726122125892433,0.03737842663905871,0.22287889796314983,0.1440811089983706,-0.2098551348123872,-0.08863397323256604,155.92857142857142,NE
Rv3766,-,hypothetical protein Rv3766 ,16,16,True,0.18044699855233917,0.43517555578013706,0.06171952146931923,0.6984723359159724,-0.18071837034818444,-0.07501773594749102,74.0375,NE
Rv3767c,-,hypothetical protein Rv3767c ,16,14,True,-0.1431962845957907,0.5419301511329314,-0.061349135207914234,0.7001353054363582,-0.5645590164891473,-0.26536446749309495,84.08125,NE
Rv3768,-,hypothetical protein Rv3768 ,12,11,True,0.27273600732594866,0.2939631609533381,0.17087301533363036,0.3124107016604557,-0.22298573013680847,0.026183640562817936,101.125,NE
Rv3769,-,hypothetical protein Rv3769 ,1,1,True,-0.4792865396183776,0.6147483418204907,0.08126668659156433,0.9024301581713605,-3.1340642662981948e-15,2.7194034556801846e-14,10.3,NE
Rv3770c,-,HYPOTHETICAL LEUCINE RICH PROTEIN ,9,9,True,0.6513716949590793,0.020354350771553148,0.36481710555023694,0.05219022586245587,-0.20160529826033657,0.03022487102712748,231.31111111111107,NE
Rv3770A,-,PROBABLE REMNANT OF A TRANSPOSASE ,3,3,True,0.3126251593420533,0.5658297016806534,0.48410187240037983,0.14134263017729196,-0.06309594997452536,0.02849085540049375,76.76666666666667,NE
Rv3770B,-,PROBABLE REMNANT OF A TRANSPOSASE ,4,4,True,0.26461613860203953,0.575166981889255,0.2681342618496884,0.3641061313828164,-0.24553496504427627,-0.04303764395575924,104.525,NE
Rv3771c,-,hypothetical protein Rv3771c ,2,2,True,-0.42687631566792256,0.5203506748502528,0.0884894702559554,0.8463139467564124,-0.3179687495571296,0.07088850041644762,24.3,NE
Rv3772,hisC2,putative aminotransferase ,18,17,True,0.14631818740620645,0.5069812491558586,0.20184929258193987,0.13303982435931053,-0.47385309043739876,-0.15194276049009273,134.30555555555554,NE
Rv3773c,-,hypothetical protein Rv3773c ,8,8,True,0.49430113678696525,0.11117484249637904,0.42575536810519393,0.031788818251138676,-0.256987923958448,-0.05401289245149667,182.75,GA
Rv3774,echA21,enoyl-CoA hydratase ,14,14,True,0.5683035318814477,0.010695426321962014,0.5178546621393492,0.0003576892964355493,-0.1071628815362357,-0.00554022421428852,153.59285714285716,GA
Rv3775,lipE,PROBABLE LIPASE LIPE ,24,24,True,0.42852049259233665,0.0118686288477705,0.3778312947059589,0.0006782986242330109,-0.25430587631333457,-0.09502657854488965,155.97083333333333,GA
Rv3776,-,hypothetical protein Rv3776 ,25,25,True,0.2047788495191099,0.25436589747897415,0.11636376545439138,0.32193248067450897,-0.4228929399735848,-0.14705568367107252,136.836,NE
Rv3777,-,PROBABLE OXIDOREDUCTASE ,16,15,True,0.21441557974021414,0.34482179280323555,0.19718150814696375,0.1678003120701297,-0.22237066924977578,-0.09314083411617988,88.1875,NE
Rv3778c,-,POSSIBLE AMINOTRANSFERASE ,17,8,True,-1.5981497906077138,2.7707037043251425e-19,-1.4683814885036726,2.1015921757992674e-33,,,0.49411764705882355,GD
Rv3779,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ALANINE AND LEUCINE RICH ,48,47,True,0.4527091785968026,7.254156449708273e-05,0.4440010156998836,3.884147819379589e-09,-0.33623677842674393,-0.11117593188268632,199.20416666666665,GA
Rv3780,-,hypothetical protein Rv3780 ,9,5,True,-1.3917829020409311,4.0455748218836316e-08,-1.289808769256011,4.7760661986307764e-14,-1.032287859632129,-0.7010789793929008,8.844444444444445,GD
Rv3781,rfbE,PROBABLE O-ANTIGEN/LIPOPOLYSACCHARIDE TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER RFBE ,14,2,False,,,,,,,0.10714285714285714,ES
Rv3782,-,POSSIBLE L-RHAMNOSYLTRANSFERASE ,18,1,False,,,,,,,0.027777777777777776,ES
Rv3783,rfbD,PROBABLE O-ANTIGEN/LIPOPOLYSACCHARIDE TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER RFBD ,12,4,True,-1.355336043258719,4.2914489364779934e-10,-1.3234487744457573,1.84769872571454e-19,-1.4286370551365848,-1.0470002117682204,25.133333333333336,GD
Rv3784,-,"POSSIBLE dTDP-GLUCOSE 4,6-DEHYDRATASE ",29,28,True,0.7235719303805223,3.8725131738221974e-07,0.582043371078092,1.9508641133939307e-09,-0.30042680749106254,-0.09537040486810862,343.1206896551723,GA
Rv3785,-,hypothetical protein Rv3785 ,13,13,True,0.540959289332405,0.020529822364642313,0.5738525675661671,0.0001307801217395286,-0.22370682401201505,-0.06821320734845597,188.56153846153848,GA
Rv3786c,-,hypothetical protein Rv3786c ,24,24,True,0.5005195427478465,0.0027444983203365842,0.5647363833722783,1.5030637604344912e-07,-0.22816022628451343,0.09218172555571034,173.49166666666667,GA
Rv3787c,-,hypothetical protein Rv3787c ,10,10,True,0.3932792281561502,0.16099878703784107,0.5658650722391992,0.0010258257946798182,-0.2869067406931294,0.05254505844866621,154.95000000000002,GA
Rv3788,-,nucleoside diphosphate kinase regulator ,7,7,True,0.8213769629819465,0.009011587735681687,0.6287805318575905,0.002434199716799845,-0.24683426111975484,-0.07505820868161396,380.11428571428576,GA
Rv3789,-,POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,8,8,True,-0.3962886079587063,0.2097242827090437,-0.5234645083882011,0.007324087838368992,-0.11502551702378501,0.020181722486596748,16.3875,GD
Rv3790,-,PROBABLE OXIDOREDUCTASE ,28,4,True,-1.6193971436800836,2.4008754288151715e-32,-1.692421312049678,4.4031163918257475e-72,-1.3952181760469407,-0.8779136545418418,7.010714285714286,GD
Rv3791,-,short chain dehydrogenase ,12,1,False,,,,,,,0.041666666666666664,ES
Rv3792,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,34,4,True,-1.6866535027363962,1.96324880523112e-42,-1.8381754372003705,7.026170617606406e-103,-1.2811122211982533,-0.8485931474795958,3.2470588235294118,GD
Rv3793,embC,INTEGRAL MEMBRANE INDOLYLACETYLINOSITOL ARABINOSYLTRANSFERASE EMBC (ARABINOSYLINDOLYLACETYLINOSITOL SYNTHASE) ,53,14,False,,,,,,,3.7660377358490567,ES
Rv3794,embA,INTEGRAL MEMBRANE INDOLYLACETYLINOSITOL ARABINOSYLTRANSFERASE EMBA (ARABINOSYLINDOLYLACETYLINOSITOL SYNTHASE) ,55,12,False,,,,,,,4.290909090909091,ES
Rv3795,embB,INTEGRAL MEMBRANE INDOLYLACETYLINOSITOL ARABINOSYLTRANSFERASE EMBB (ARABINOSYLINDOLYLACETYLINOSITOL SYNTHASE) ,50,9,False,,,,,,,2.61,ES
Rv3796,-,hypothetical protein Rv3796 ,26,26,True,0.45780491095126713,0.0046263625634980245,0.3735854089153628,0.000459515998600573,-0.19388518932889134,-0.009693130519630788,145.2346153846154,GA
Rv3797,fadE35,PROBABLE ACYL-CoA DEHYDROGENASE FADE35 ,26,25,True,0.4341564505735566,0.007629101826735659,0.41114420671580937,0.00010430304803991906,-0.2639529450167294,-0.055030555351417265,161.56923076923078,GA
Rv3798,-,PROBABLE TRANSPOSASE ,17,17,True,0.315864688821094,0.14049856269191288,0.4098954367373196,0.002044939494829591,-0.29177468656364824,-0.006697642365639428,130.95294117647057,GA
Rv3799c,accD4,PROBABLE PROPIONYL-CoA CARBOXYLASE BETA CHAIN 4 ACCD4 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE) ,18,2,False,,,,,,,6.449999999999999,ES
Rv3800c,pks13,POLYKETIDE SYNTHASE PKS13 ,58,9,True,-1.7785005557611546,3.632357319202298e-80,-1.9437988243394275,3.2489781970969093e-195,,,0.05862068965517241,GD
Rv3801c,fadD32,acyl-CoA synthetase ,24,2,False,,,,,,,0.012500000000000002,ES
Rv3802c,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,24,7,False,,,,,,,6.145833333333333,ES
Rv3803c,fbpD,SECRETED MPT51/MPB51 ANTIGEN PROTEIN FBPD (MPT51/MPB51 ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) (85C) ,17,15,True,0.07695541903249094,0.7464426350650126,0.27908869227192207,0.040349037652928285,-0.44495796283048716,0.010983711921509702,106.90588235294118,GA
Rv3804c,fbpA,SECRETED ANTIGEN 85-A FBPA (MYCOLYL TRANSFERASE 85A) (FIBRONECTIN-BINDING PROTEIN A) (ANTIGEN 85 COMPLEX A) ,17,17,True,-0.11386223467955196,0.6212981722003755,-0.33294007820178323,0.013476764353935489,-0.32230943714402194,-0.23943538912897694,51.57058823529412,GD
Rv3805c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,40,3,True,-1.748142526550255,2.558895473999037e-53,-1.9184651566214623,5.922760538567184e-131,-1.1714989954296693,-0.39245240911373724,1.21,GD
Rv3806c,-,phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase ,19,3,False,,,,,,,0.2578947368421053,ES
Rv3807c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,4,3,True,-0.6168779493927923,0.16492704887278728,-0.11491295818812296,0.718919930530809,-0.49204566309817954,-0.22410544998813056,22.875000000000004,NE
Rv3808c,glfT,BIFUNCTIONAL UDP-GALACTOFURANOSYL TRANSFERASE GLFT ,29,1,False,,,,,,,0.017241379310344827,ES
Rv3809c,glf,UDP-GALACTOPYRANOSE MUTASE GLF (UDP-GALP MUTASE) (NAD+-FLAVIN ADENINE DINUCLEOTIDE-REQUIRING ENZYME) ,33,2,True,-1.8001900473952934,7.41556128883712e-47,-1.9738199696069252,1.2039652462954053e-114,,,0.02121212121212121,GD
Rv3810,pirG,EXPORTED REPETITIVE PROTEIN PRECURSOR PIRG (CELL SURFACE PROTEIN) (EXP53) ,14,14,True,0.11321431861116678,0.6575626211688609,0.15305579591988774,0.32932945734197483,-0.1864411081340202,-0.07120676915149388,64.14999999999999,NE
Rv3811,-,hypothetical protein Rv3811 ,26,25,True,0.3419058054410458,0.04038905310294431,0.24170122733855526,0.027758061624929796,-0.38772888893498125,-0.20193865044161752,173.49999999999997,GA
Rv3812,PE_PGRS62,PE-PGRS FAMILY PROTEIN ,29,27,True,0.2980586870161966,0.06212094311281557,0.18365407901588293,0.08107865222446697,-0.3975255043463256,-0.16597212131803418,160.29655172413794,NE
Rv3813c,-,hypothetical protein Rv3813c ,13,13,True,0.17649158380446522,0.49485188297783006,0.3038513823490295,0.05163378592803648,-0.22060186732934778,0.001904132408984787,80.41538461538462,NE
Rv3814c,-,POSSIBLE ACYLTRANSFERASE ,11,11,True,0.41918186396149176,0.11318803144097964,0.3188947452860448,0.060558364128799,-0.39202790641482793,-0.16409064453739527,209.5909090909091,NE
Rv3815c,-,POSSIBLE ACYLTRANSFERASE ,15,15,True,0.2413344858068956,0.29926418923616444,0.3171877635308609,0.028207050984895767,-0.3659848263840407,0.00583626356982336,130.67333333333332,GA
Rv3816c,-,POSSIBLE ACYLTRANSFERASE ,14,14,True,0.13093227905587473,0.60725546766813,0.05097674144778631,0.7633175050146682,-0.09623273563624088,0.04027564080278647,54.31428571428571,NE
Rv3817,-,POSSIBLE PHOSPHOTRANSFERASE ,9,9,True,-0.06339563545514053,0.851098995664728,0.13481078647021896,0.5037165349367632,-0.3023296015808245,-0.1540956902948185,55.44444444444444,NE
Rv3818,-,hypothetical protein Rv3818 ,32,28,True,-0.0839806518698502,0.6174554751941291,-0.20045729191159664,0.04394417982848042,-0.45908940191381853,-0.1700716338779594,75.796875,GD
Rv3819,-,hypothetical protein Rv3819 ,8,8,True,-0.013193669365887546,0.9728303565030066,0.020916012220556737,0.9299969689525417,-0.17064244339581397,0.029683050878381825,46.050000000000004,NE
Rv3820c,papA2,POSSIBLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA2 ,44,43,True,0.08051688989302848,0.5712394928500659,0.009864722767350193,0.9223967735612459,-0.4953053175788644,-0.26298316505654973,121.04772727272726,NE
Rv3821,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,19,18,True,0.35770259339994676,0.07132527576105843,0.295696207455292,0.02091262360865245,-0.3631605876603232,-0.04987806851164472,170.07368421052632,GA
Rv3822,-,hypothetical protein Rv3822 ,40,37,True,0.059723735125678815,0.697100984533943,0.07064678430418629,0.4561567332252053,-0.4237115841268041,-0.20626601122744906,97.78999999999999,NE
Rv3823c,mmpL8,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN MMPL8 ,79,74,True,0.0483272340995667,0.6542822393972526,0.0632163783602785,0.34114642419915175,-0.4726088719725182,-0.29957281983070005,106.57088607594937,NE
Rv3824c,papA1,PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA1 ,47,44,True,-0.09749650308892892,0.4727155834468424,-0.2855687703552283,0.0003198166017216359,-0.5378967952538952,-0.27587363043739166,88.0404255319149,GD
Rv3825c,pks2,PROBABLE POLYKETIDE SYNTHASE PKS2 ,117,111,True,0.24867692628076007,0.0008759621402162119,0.2972782141043387,6.788237111443008e-10,-0.3811979413856965,-0.10837370803626144,137.65982905982906,GA
Rv3826,fadD23,acyl-CoA synthetase ,50,47,True,-0.47330015553479726,1.9256546679026883e-05,-0.5438461267111611,8.816891614262076e-14,-0.49493065404319375,-0.19808953777280852,32.662000000000006,GD
Rv3827c,-,POSSIBLE TRANSPOSASE ,19,18,True,0.1569446611633865,0.462144627556558,0.337512916454783,0.007745523302677615,-0.2918921242816854,-0.03875311892264987,90.54736842105262,GA
Rv3828c,-,POSSIBLE RESOLVASE ,8,8,True,0.15869371407549143,0.6367974160037131,0.09907452294909642,0.6558894939230155,-0.22991234205136185,-0.05160410795856997,78.825,NE
Rv3829c,-,PROBABLE DEHYDROGENASE ,33,32,True,0.34242132697441235,0.019471566366290594,0.4022057951123955,1.5959012911734213e-05,-0.21846304103847086,-0.0016761792474597889,117.63939393939394,GA
Rv3830c,-,TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) ,11,10,True,0.13391229680509573,0.6410962713500202,0.01566204660165402,0.9383132362072051,-0.32140517836748583,-0.13340621052494905,91.85454545454544,NE
Rv3831,-,hypothetical protein Rv3831 ,11,11,True,0.7296041861785,0.0031757704628767062,0.484714687312193,0.003423763614057523,-0.19526636772365166,0.018101944039165825,273.1090909090909,GA
Rv3832c,-,hypothetical protein Rv3832c ,10,10,True,0.4606478394726668,0.09632861904775346,0.41627601077359017,0.01827577297165777,-0.3794374908238086,-0.06530009674401967,224.11999999999998,GA
Rv3833,-,TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARAC-FAMILY) ,11,11,True,0.1901796233284288,0.4991675318282489,0.4661906689097109,0.005023958780342728,-0.16702393989104877,0.09636365892009718,73.38181818181816,GA
Rv3834c,serS,seryl-tRNA synthetase ,24,3,True,-1.7325759905918248,9.243895355355288e-32,-1.5289906236514181,1.0188951568672962e-50,-0.9697518612299417,-0.2739528324844014,0.9583333333333335,GD
Rv3835,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,16,16,True,0.17696396233047493,0.44529461503689405,0.48219923160992817,0.00037932319870562063,-0.26429744921766724,-0.12933667411082,89.025,GA
Rv3836,-,hypothetical protein Rv3836 ,7,6,True,0.2400340066093419,0.49548059219573143,0.2731289266769429,0.21007644542206355,-0.42329569268225214,-0.19521925155080236,148.65714285714284,NE
Rv3837c,-,PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE) (PHOSPHOGLYCERATE PHOSPHOMUTASE) ,10,9,True,0.1993014902222062,0.4991675318282489,0.3107949267996383,0.0823249007639462,-0.4790948770033181,-0.20621057681673252,153.77,NE
Rv3838c,pheA,prephenate dehydratase ,13,1,False,,,,,,,5.269230769230769,ES
Rv3839,-,hypothetical protein Rv3839 ,17,17,True,0.5948533692270154,0.002736080404660402,0.5755670959476643,8.715717362120263e-06,-0.22362832835516439,-0.009919973861410298,213.54705882352943,GA
Rv3840,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,11,11,True,0.8266918815856991,0.0006636246340778913,0.6186496612022494,0.00015079895338081752,-0.2858093289888017,0.028667882058170217,420.93636363636375,GA
Rv3841,bfrB,POSSIBLE BACTERIOFERRITIN BFRB ,11,10,True,-0.25599753712775647,0.34888361681921215,-0.42078319101017636,0.012164279968961831,-0.5152857677589306,-0.3740158359995937,57.51818181818182,GD
Rv3842c,glpQ1,PROBABLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ1 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) ,13,13,True,0.7899166238303675,0.0003745647030298836,0.8130567490824285,2.238972939979303e-08,-0.2373777685938651,-0.07744309697389658,345.8769230769231,GA
Rv3843c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,18,8,True,-1.0288241991095377,8.231547674831938e-09,-0.9973985783875954,1.0839447397511903e-16,-1.51008686503234,-1.2364901503620105,82.4388888888889,GD
Rv3844,-,POSSIBLE TRANSPOSASE ,4,4,True,-0.014977516058410184,0.9785931478570731,0.42191172008737077,0.13898695259964944,-0.41596438023353455,-0.30215753260177103,80.675,NE
Rv3845,-,hypothetical protein Rv3845 ,5,4,True,-0.3697108409768248,0.3631674862391273,-0.1524385133158312,0.578448613671498,-0.5682176428197117,-0.3477783333256866,49.58,NE
Rv3846,sodA,SUPEROXIDE DISMUTASE ,14,1,False,,,,,,,0.03571428571428571,ES
Rv3847,-,hypothetical protein Rv3847 ,8,7,True,0.1407032980100321,0.6794827335773218,0.112958015144998,0.6059056115266448,-0.5556923293696079,-0.2751681467636244,160.05,NE
Rv3848,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,9,9,True,0.04788530647732088,0.8888181785827126,0.29210021119247986,0.1237384243450976,-0.623595670625574,-0.2208350821273339,150.72222222222223,NE
Rv3849,-,hypothetical protein Rv3849 ,10,10,True,0.2096333360261534,0.47638537698166944,-0.15049145413328216,0.42492091297422513,-0.12508646146057786,0.017891979765583814,69.71000000000001,NE
Rv3850,-,hypothetical protein Rv3850 ,6,6,True,0.46635279192752527,0.2006247370439643,0.3437322020900567,0.1402068107200635,-0.0909742220327299,0.11456332874193903,116.88333333333333,NE
Rv3851,-,POSSIBLE MEMBRANE PROTEIN ,3,3,True,-0.0723615091142821,0.9023355379975823,0.34665119822448714,0.30504916672142013,-0.07948471053904978,-0.0032862218097432262,32.5,NE
Rv3852,hns,POSSIBLE HISTONE-LIKE PROTEIN HNS ,4,4,True,0.5618994340962753,0.20857681815378085,0.2581630438664681,0.3839686634531443,-0.10266216896162171,-0.029465580826306677,149.775,NE
Rv3853,menG,ribonuclease activity regulator protein RraA ,4,4,True,-0.41544577010163514,0.3604916297306177,-0.24916043879007246,0.40098789100782295,-0.7625904744380162,-0.32280287761732884,69.525,NE
Rv3854c,ethA,MONOOXYGENASE ETHA ,31,31,True,0.41975910240755027,0.004572332365343861,0.16598946722341423,0.10460432158862132,-0.26927245624799595,-0.0434586212101758,158.19677419354838,NE
Rv3855,ethR,TRANSCRIPTIONAL REGULATORY REPRESSOR PROTEIN (TETR-FAMILY) ETHR ,12,12,True,0.2502418515618903,0.3392330451210244,0.2901996661481885,0.07568013468771316,-0.16058733671545591,-0.007015449691684241,83.13333333333334,NE
Rv3856c,-,hypothetical protein Rv3856c ,12,12,True,0.1777499325759722,0.5112106272197136,0.36430357064573665,0.023844365634702273,-0.41619634044537945,-0.17822914944832846,126.53333333333332,GA
Rv3857c,-,POSSIBLE MEMBRANE PROTEIN ,3,3,True,0.7909949214290662,0.11830407570404267,0.44090484535539554,0.18375237058498464,-0.27734922984528965,-0.16759784202016773,380.1666666666667,NE
Rv3858c,gltD,glutamate synthase subunit beta ,15,3,False,,,,,,,1.3399999999999999,ES
