#Gumbel
#Console: python3 /home/grads/s/schoudhery/.local/bin/transit gumbel murray2013_caulobacter_table_S3_remapped.wig Caulobacter_NA1000.prot_table Caulobacter_gumbel.txt
#Data: b'murray2013_caulobacter_table_S3_remapped.wig'
#Annotation path: b'Caulobacter_NA1000.prot_table'
#FDR Corrected thresholds: 0.996100, 0.064400
#MH Acceptance-Rate:	19.91%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.048927
#Time: 153.75576615333557
#Orf	Name	Desc	k	n	r	s	zbar	Call
CCNA_03310	nusG	transcription antitermination protein NusG	0	8	8	494	1.000000	E
CCNA_03311	-	protein translocase subunit SecE	0	1	1	2	-1.000000	S
CCNA_03312	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03313	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_03314	-	ferredoxin-NADP reductase	3	9	6	137	0.487800	U
CCNA_03315	-	molybdopterin biosynthesis MoeA protein	4	5	1	2	0.000000	NE
CCNA_03316	-	UDP-N-acetylglucosamine 4,6-dehydratase/UDP-D-quinovosamine 4-dehydrogenase	8	8	0	0	0.000000	NE
CCNA_03317	dnaE2	DNA polymerase III alpha subunit DnaE2	34	38	2	79	0.000000	NE
CCNA_03318	imuB	DNA polymerase Y-family protein ImuB	9	9	0	0	0.000000	NE
CCNA_03319	imuA	DNA damage-induced protein ImuA	2	2	0	0	-1.000000	S
CCNA_03320	-	biotin carboxylase	16	19	1	2	0.000000	NE
CCNA_03321	-	VanZ superfamily protein	3	3	0	0	-1.000000	S
CCNA_03322	-	D-3-phosphoglycerate dehydrogenase	8	8	0	0	0.000000	NE
CCNA_03323	-	phosphoserine aminotransferase	4	6	2	85	0.000000	NE
CCNA_03324	-	hypothetical protein	15	16	1	2	0.000000	NE
CCNA_03325	-	hypothetical protein	4	4	0	0	-1.000000	S
CCNA_03326	-	two-component sensor histidine kinase	15	17	1	2	0.000000	NE
CCNA_03327	-	hypothetical protein	10	10	0	0	0.000000	NE
CCNA_03328	-	PhzC/PhzF-family epimerase	6	6	0	0	0.000000	NE
CCNA_03329	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03330	-	conserved hypothetical protein	7	8	1	2	0.000000	NE
CCNA_03331	-	phosphomethylpyrimidine kinase/hydroxymethylpyrimidine kinase	1	4	3	523	0.997500	E
CCNA_03332	-	dihydropteroate synthase	0	5	5	536	0.999900	E
CCNA_03333	-	PAS-family sensor histidine kinase	25	28	1	2	0.000000	NE
CCNA_03334	ftsH	cell division protein FtsH	2	14	7	1293	0.495100	U
CCNA_03335	-	PP-loop family cell cycle control ATPase	3	7	3	235	0.064400	U
CCNA_03336	ybgF	Tol system periplasmic component YbgF	10	11	1	2	0.000000	NE
CCNA_03337	pal	peptidoglycan-associated lipoprotein pal	6	8	2	38	0.000000	NE
CCNA_03338	tolB	TolB protein	3	16	10	603	0.999900	E
CCNA_03339	tolA	TolA protein	2	2	0	0	-1.000000	S
CCNA_03340	tolR	TolR protein	0	2	2	44	-1.000000	S
CCNA_03341	tolQ	TolQ protein	1	4	3	11	-1.000000	S
CCNA_03342	-	short-chain acyl-CoA hydrolase	7	7	0	0	0.000000	NE
CCNA_03343	-	FtsW related protein	7	7	0	0	0.000000	NE
CCNA_03344	ruvB	Holliday junction DNA helicase RuvB	5	9	2	65	0.000000	NE
CCNA_03345	ruvA	Holliday junction DNA helicase RuvA	3	3	0	0	0.000000	NE
CCNA_03346	ruvC	crossover junction endodeoxyribonuclease ruvC	0	2	2	172	-1.000000	S
CCNA_03347	-	N-acyl-L-amino acid amidohydrolase	17	18	1	2	0.000000	NE
CCNA_03348	-	conserved hypothetical protein	26	26	0	0	0.484600	U
CCNA_03349	-	hypothetical protein	5	5	0	0	-1.000000	S
CCNA_03350	-	hypothetical protein	4	5	1	2	-1.000000	S
CCNA_03351	-	phosphoribosylamidoimidazole-succinocarboxamide synthase	15	15	0	0	0.000000	NE
CCNA_03352	-	YebC/PmpR transcriptional regulator	7	7	0	0	0.000000	NE
CCNA_03353	-	metallophosphatase domain protein	8	8	0	0	0.000000	NE
CCNA_03354	-	5-formyltetrahydrofolate cyclo-ligase	9	9	0	0	0.000000	NE
CCNA_03355	-	acylamino-acid-releasing enzyme	45	46	1	2	0.000000	NE
CCNA_03356	zapA	cell division protein ZapA	1	1	0	0	-1.000000	S
CCNA_03357	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03358	-	glyceraldehyde 3-phosphate dehydrogenase	5	9	2	17	0.000000	NE
CCNA_03359	-	phosphoglycerate kinase	2	5	3	549	0.998300	E
CCNA_03360	-	tagatose-1,6-bisphosphate aldolase	13	13	0	0	0.000000	NE
CCNA_03362	-	ECF-family RNA polymerase sigma factor	4	5	1	2	0.000000	NE
CCNA_03363	-	conserved hypothetical membrane protein	2	3	1	2	0.000000	NE
CCNA_03364	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_03365	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03366	-	DoxX family protein	5	5	0	0	0.000000	NE
CCNA_03367	-	chemotaxis receiver domain protein CheYIII	3	3	0	0	0.000000	NE
CCNA_03368	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03369	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03370	-	acetyltransferase	7	7	0	0	0.000000	NE
CCNA_03371	-	bacterioferritin	7	7	0	0	0.000000	NE
CCNA_03372	-	bacterioferritin-associated ferredoxin	4	4	0	0	0.000000	NE
CCNA_03373	-	thiamin-phosphate pyrophosphorylase	5	5	0	0	0.000000	NE
CCNA_03374	-	hypothetical protein	6	7	1	2	0.000000	NE
CCNA_03375	-	RNA polymerase sigma-J factor	9	9	0	0	0.000000	NE
CCNA_03376	-	conserved hypothetical protein	12	12	0	0	0.000000	NE
CCNA_03377	-	conserved hypothetical protein	5	6	1	2	0.000000	NE
CCNA_03378	-	inositol monophosphatase family protein	1	2	1	2	-1.000000	S
CCNA_03379	-	Cro/CI family transcriptional regulator	4	4	0	0	-1.000000	S
CCNA_03380	-	hypothetical protein	14	16	1	2	0.000000	NE
CCNA_03381	-	glycerophosphoryl diester phosphodiesterase	6	6	0	0	0.000000	NE
CCNA_03382	-	conserved hypothetical protein	21	21	0	0	0.157800	U
CCNA_03383	-	multidrug/protein/lipid ABC transporter family, ATP-binding and permease protein	13	13	0	0	0.000000	NE
CCNA_03384	-	LSU ribosomal protein L31P	3	3	0	0	-1.000000	S
CCNA_03385	-	flagellin N-methylase	7	7	0	0	0.000000	NE
CCNA_03386	pbpC	multimodular transpeptidase-transglycosylase PbpC	29	30	1	2	0.000000	NE
CCNA_03387	-	aspartate racemase	8	8	0	0	0.000000	NE
CCNA_03388	-	ABC-2 family membrane transport protein	4	4	0	0	0.000000	NE
CCNA_03389	-	ABC transporter ATP-binding cassette domain protein	5	5	0	0	0.000000	NE
CCNA_03390	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03391	-	Cro/CI family transcriptional regulator	1	1	0	0	-1.000000	S
CCNA_03392	-	phosphoribosylaminoimidazole carboxylase NCAIR mutase subunit	8	8	0	0	0.000000	NE
CCNA_03393	-	phosphoribosylaminoimidazole carboxylase carboxyltransferase subunit	4	4	0	0	0.000000	NE
CCNA_03394	dgcA	GGDEF diguanylate cyclase DgcA	3	3	0	0	0.000000	NE
CCNA_03395	-	two-component receiver domain protein	3	3	0	0	0.000000	NE
CCNA_03396	-	PDZ domain trypsin-like serine protease	19	22	1	2	0.000000	NE
CCNA_03397	-	conserved coiled-coil domain protein	1	1	0	0	-1.000000	S
CCNA_03398	-	conserved hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03399	-	3-polyprenyl-4-hydroxybenzoate decarboxylase	5	6	1	2	0.000000	NE
CCNA_03400	-	conserved hypothetical protein	2	3	1	2	-1.000000	S
CCNA_03401	-	conserved hypothetical cytosolic protein	2	5	3	205	0.011900	NE
CCNA_03402	-	NAD(P)H quinone oxidoreductase, PIG3 family	7	7	0	0	0.000000	NE
CCNA_03403	-	small coiled-coil domain protein	3	3	0	0	-1.000000	S
CCNA_03404	rcdA	regulator of CtrA degradation RcdA	6	6	0	0	0.000000	NE
CCNA_03405	-	rpsU-divergently transcribed protein	2	2	0	0	-1.000000	S
CCNA_03406	rpsU	SSU ribosomal protein S21P	0	1	1	2	-1.000000	S
CCNA_03407	-	sodium export permease protein	11	12	1	2	0.000000	NE
CCNA_03408	-	ABC transporter ATP-binding protein	3	3	0	0	0.000000	NE
CCNA_03409	-	alpha/beta hydrolase family protein	8	8	0	0	0.000000	NE
CCNA_03410	-	peptidoglycan-specific endopeptidase, M23 family	11	11	0	0	0.000000	NE
CCNA_03412	-	NAD(P) transhydrogenase subunit beta PntB	15	15	0	0	0.000000	NE
CCNA_03413	-	NAD(P) transhydrogenase alpha subunit-related protein	4	4	0	0	0.000000	NE
CCNA_03414	-	Rubrum transdehydrogenase NAD-binding	8	9	1	2	0.000000	NE
CCNA_03415	-	aa3 type cytochrome c oxidase subunit IV-related protein	3	4	1	2	0.000000	NE
CCNA_03416	-	ADP-heptose:LPS heptosyltransferase	8	8	0	0	0.000000	NE
CCNA_03417	-	hydrolase	9	9	0	0	0.000000	NE
CCNA_03418	-	thioesterase superfamily protein	2	2	0	0	-1.000000	S
CCNA_03419	-	RNA polymerase ECF-type sigma factor	3	3	0	0	-1.000000	S
CCNA_03420	-	hypothetical protein	4	5	1	2	0.000000	NE
CCNA_03421	-	2-polyprenylphenol 6-hydroxylase accessory protein ubiB	15	15	0	0	0.000000	NE
CCNA_03422	-	oligoendopeptidase F	20	20	0	0	0.078500	U
CCNA_03423	-	conserved hypothetical protein	8	9	1	2	0.000000	NE
CCNA_03424	tacA	AAA-family response regulator tacA	6	7	1	2	0.000000	NE
CCNA_03425	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03426	-	MarR family repressor protein	3	3	0	0	0.000000	NE
CCNA_03428	-	conserved hypothetical cytosolic protein	3	4	1	2	-1.000000	S
CCNA_03429	-	haloacid dehalogenase superfamily, subfamily IA	4	4	0	0	0.000000	NE
CCNA_03430	-	LSU ribosomal protein L36P	0	1	1	2	-1.000000	S
CCNA_03431	-	membrane-bound lytic murein transglycosylase B	8	9	1	2	0.000000	NE
CCNA_03432	-	aldose 1-epimerase	8	9	1	2	0.000000	NE
CCNA_03433	-	conserved hypothetical protein	12	12	0	0	0.000000	NE
CCNA_03434	-	two-component response regulator	8	9	1	2	0.000000	NE
CCNA_03435	-	peptidoglycan binding domain/FecR protein	12	12	0	0	0.000000	NE
CCNA_03436	-	CHASE sensor histidine kinase	12	12	0	0	0.000000	NE
CCNA_03437	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03438	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03439	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03440	-	conserved hypothetical protein	14	16	1	2	0.000000	NE
CCNA_03441	-	transposase	6	6	0	0	0.000000	NE
CCNA_03442	-	transposase	4	4	0	0	0.000000	NE
CCNA_03443	-	conserved hypothetical protein	4	5	1	2	0.000000	NE
CCNA_03444	-	TonB-dependent receptor	37	37	0	0	0.493600	U
CCNA_03445	-	M28-family zinc metallopeptidase	10	11	1	2	0.000000	NE
CCNA_03446	-	feruloyl-CoA synthetase	23	23	0	0	0.371200	U
CCNA_03447	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_03448	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03449	-	S-adenosylmethionine-dependent methyltransferases	11	12	1	2	0.000000	NE
CCNA_03450	-	hypothetical protein	3	4	1	2	-1.000000	S
CCNA_03451	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03452	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_03453	-	AcrR-family transcriptional regulator	4	4	0	0	0.000000	NE
CCNA_03454	-	UDP-2,3-diacylglucosamine hydrolase	11	11	0	0	0.000000	NE
CCNA_03455	-	GT1-family glycosyltransferase	7	13	3	148	0.000000	NE
CCNA_03456	-	esterase/lipase	7	8	1	2	0.000000	NE
CCNA_03457	-	horizontally transferred transmembrane domain (HTTM) protein	7	8	1	2	0.000000	NE
CCNA_03458	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03459	-	methyl-accepting chemotaxis protein	14	15	1	2	0.000000	NE
CCNA_03460	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03461	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03462	-	glycine cleavage system protein P, C-terminal domain	12	13	1	2	0.000000	NE
CCNA_03463	-	glycine cleavage system protein P, N-terminal domain	8	9	1	2	0.000000	NE
CCNA_03464	-	glycine cleavage system H protein	3	3	0	0	0.000000	NE
CCNA_03465	gcvT	glycine cleavage system aminomethyltransferase T	14	14	0	0	0.000000	NE
CCNA_03466	-	ORF6N domain protein	4	4	0	0	0.000000	NE
CCNA_03467	-	zinc-dependent metalloprotease, MMP subfamily 2	24	24	0	0	0.433400	U
CCNA_03468	-	methyl-accepting chemotaxis protein	13	13	0	0	0.000000	NE
CCNA_03469	-	arginyl-tRNA synthetase	1	15	13	1244	1.000000	E
CCNA_03471	-	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1	4	2	260	0.176800	U
CCNA_03472	-	hypothetical protein	6	6	0	0	0.000000	NE
CCNA_03473	doc	death on curing toxin protein doc	4	4	0	0	0.000000	NE
CCNA_03474	phd	SpoVT-AbrB family transcription factor, phd antitoxin	2	3	1	2	-1.000000	S
CCNA_03475	-	homoserine kinase	13	15	2	176	0.000000	NE
CCNA_03476	-	ribonuclease HI	4	4	0	0	0.000000	NE
CCNA_03477	-	rhodanese-related sulfurtransferase	2	2	0	0	-1.000000	S
CCNA_03478	ftrA	AraC-family transcription regulator FtrA	6	7	1	2	0.000000	NE
CCNA_03479	-	MarR-family transcriptional regulator	4	4	0	0	0.000000	NE
CCNA_03480	-	triphenylmethane reductase (TMR)-like protein	12	12	0	0	0.000000	NE
CCNA_03481	-	DNA integration/recombination/inversion protein	3	3	0	0	0.000000	NE
CCNA_03482	-	ABC transporter permease protein	11	12	1	2	0.000000	NE
CCNA_03483	-	ABC transporter ATP-binding protein	8	8	0	0	0.000000	NE
CCNA_03484	-	NfeD-related membrane protease regulator	1	1	0	0	-1.000000	S
CCNA_03485	-	membrane protease family, stomatin/prohibitin-like protein	6	6	0	0	0.000000	NE
CCNA_03486	-	conserved hypothetical protein	5	6	1	2	0.000000	NE
CCNA_03487	-	zonular occludens toxin, zot-like protein	2	2	0	0	-1.000000	S
CCNA_03488	-	hypothetical protein	6	6	0	0	0.000000	NE
CCNA_03489	-	nitropropane dioxygenase/trans-enoyl-CoA reductase family	5	6	1	2	0.000000	NE
CCNA_03490	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03491	-	gluconate 5-dehydrogenase (Ga5DH)-related protein	9	9	0	0	0.000000	NE
CCNA_03492	-	M50-like Site-2 protease	7	8	1	2	0.000000	NE
CCNA_03493	-	ADP-ribose pyrophosphatase, nudix family	3	3	0	0	-1.000000	S
CCNA_03494	-	patatin-like phospholipase	5	6	1	2	0.000000	NE
CCNA_03495	-	D-beta-hydroxybutyrate dehydrogenase	4	4	0	0	0.000000	NE
CCNA_03496	-	conserved hypothetical protein	8	10	1	2	0.000000	NE
CCNA_03497	-	hypothetical protein	10	10	0	0	0.000000	NE
CCNA_03498	-	MarR-family transcriptional regulator	1	1	0	0	-1.000000	S
CCNA_03499	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03500	-	FAD/FMN-containing dehydrogenase	6	8	2	18	0.000000	NE
CCNA_03501	-	SUA5 translation factor-related protein	3	7	3	359	0.985600	U
CCNA_03502	-	YceI/cytochrome b561 periplasmic protein	9	9	0	0	0.000000	NE
CCNA_03503	-	YceI-family periplasmic protein	7	7	0	0	0.000000	NE
CCNA_03504	-	acyl-CoA dehydrogenase	13	14	1	2	0.000000	NE
CCNA_03505	-	peroxiredoxin	2	2	0	0	-1.000000	S
CCNA_03506	-	putative transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_03507	pdeA	GGDEF/EAL phosphodiesterase PdeA	13	13	0	0	0.000000	NE
CCNA_03508	-	ribosomal-protein-S5-alanine acetyltransferase	11	11	0	0	0.000000	NE
CCNA_03509	-	zinc protease	11	11	0	0	0.000000	NE
CCNA_03510	-	threonine synthase	3	16	13	1150	1.000000	E
CCNA_03511	surF1	cytochrome c oxidase assembly protein Surf1	7	9	1	2	0.000000	NE
CCNA_03512	-	zinc-finger protein	2	2	0	0	-1.000000	S
CCNA_03513	coxC	cytochrome c oxidase subunit III coxC	9	9	0	0	0.000000	NE
CCNA_03514	ctaG	cytochrome c oxidase assembly protein ctaG	15	17	2	17	0.000000	NE
CCNA_03515	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03516	coxE	protoheme IX farnesyltransferase coxE	10	10	0	0	0.000000	NE
CCNA_03517	coxA	cytochrome c oxidase polypeptide I coxA	22	22	0	0	0.256100	U
CCNA_03518	coxB	cytochrome c oxidase polypeptide II coxB	11	11	0	0	0.000000	NE
CCNA_03519	-	PadR-family transcriptional regulator	7	7	0	0	-1.000000	S
CCNA_03520	-	conserved hypothetical membrane protein	2	2	0	0	-1.000000	S
CCNA_03521	-	pectin lyase-related protein	6	6	0	0	0.000000	NE
CCNA_03522	-	Zn-dependent protease TldD	7	9	1	2	0.000000	NE
CCNA_03523	-	acetyltransferase, GNAT superfamily	5	6	1	2	0.000000	NE
CCNA_03524	-	di-/tripeptide transporter	20	21	1	2	0.000000	NE
CCNA_03525	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_03526	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03527	-	glutamate-cysteine ligase family 2	12	16	2	11	0.000000	NE
CCNA_03528	-	RNA methyltransferase	2	2	0	0	-1.000000	S
CCNA_03529	ppk2	polyphosphate kinase 2	6	6	0	0	0.000000	NE
CCNA_03530	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03531	-	carboxypeptidase S1	23	23	0	0	0.367300	U
CCNA_03532	-	conserved hypothetical membrane protein	18	18	0	0	0.000000	NE
CCNA_03533	-	multidrug resistance ABC transporter, ATP-binding and permease components	11	11	0	0	0.000000	NE
CCNA_03534	ubiA	4-hydroxybenzoate polyprenyltransferase	0	6	6	263	1.000000	E
CCNA_03535	-	fatty acid desaturase	7	7	0	0	0.000000	NE
CCNA_03536	-	ribosomal protein L11 methyltransferase	8	8	0	0	0.000000	NE
CCNA_03537	-	glyoxalase family protein	6	6	0	0	0.000000	NE
CCNA_03538	-	NADH-ubiquinone oxidoreductase	5	5	0	0	0.000000	NE
CCNA_03539	-	conserved hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03540	-	conserved hypothetical membrane protein	7	9	2	120	0.000000	NE
CCNA_03541	-	2,5-diketo-D-gluconic acid reductase	4	5	1	2	0.000000	NE
CCNA_03542	-	hypothetical protein	17	18	1	2	0.000000	NE
CCNA_03543	-	gamma-glutamyl phosphate reductase	7	8	1	2	0.000000	NE
CCNA_03544	-	nicotinate-nucleotide adenylyltransferase	0	4	4	270	0.999900	E
CCNA_03545	-	iojap protein family	3	3	0	0	0.000000	NE
CCNA_03546	-	rRNA large subunit methyltransferase	5	5	0	0	0.000000	NE
CCNA_03547	-	peptidoglycan-specific endopeptidase, M23 family	7	8	1	2	0.000000	NE
CCNA_03548	-	carboxy-terminal processing protease precursor	13	13	0	0	0.000000	NE
CCNA_03549	-	TonB-dependent receptor	46	47	1	2	0.000000	NE
CCNA_03552	-	polysaccharide deacetylase	10	11	1	2	0.000000	NE
CCNA_03553	-	diadenosine tetraphosphate (Ap4A) hydrolase	5	6	1	2	0.000000	NE
CCNA_03554	fzeB	esterase lipase family protein FzeB	11	11	0	0	0.000000	NE
CCNA_03555	-	esterase lipase family protein	8	8	0	0	0.000000	NE
CCNA_03556	-	multidrug efflux system protein	2	2	0	0	-1.000000	S
CCNA_03557	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_03558	-	ATP synthase epsilon chain	0	0	0	0	-1.000000	S
CCNA_03559	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03560	atpD	ATP synthase beta chain	0	15	15	1332	1.000000	E
CCNA_03561	-	ATP synthase gamma chain	0	11	11	674	0.999900	E
CCNA_03562	atpA	ATP synthase alpha chain	0	18	18	1235	0.997600	E
CCNA_03563	-	ATP synthase delta chain	1	2	1	2	-1.000000	S
CCNA_03564	-	PaaI-family thioesterase-like protein	2	2	0	0	-1.000000	S
CCNA_03565	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03567	-	acyl-CoA dehydrogenase	16	17	1	2	0.000000	NE
CCNA_03568	-	LemA protein	8	8	0	0	0.000000	NE
CCNA_03569	-	repair PSII family protein	4	5	1	2	0.000000	NE
CCNA_03570	-	repair PSII-family membrane protein	5	5	0	0	0.000000	NE
CCNA_03571	-	CAAX amino terminal protease family	13	14	1	2	0.000000	NE
CCNA_03572	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_03573	-	D-aminoacylase	13	14	1	2	0.000000	NE
CCNA_03574	-	TonB-dependent receptor	30	31	1	2	0.000000	NE
CCNA_03575	-	3-ketoacyl-CoA thiolase	10	10	0	0	0.000000	NE
CCNA_03576	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03577	-	DNA polymerase I	30	32	1	2	0.000000	NE
CCNA_03578	-	ATP-dependent DNA helicase recQ	14	14	0	0	0.000000	NE
CCNA_03579	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03580	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03581	-	transporter, drug/metabolite exporter family	7	7	0	0	0.000000	NE
CCNA_03582	-	3'(2'),5'-bisphosphate nucleotidase CysQ	1	9	8	539	1.000000	E
CCNA_03583	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03584	chpT	histidine phosphotransferase ChpT	1	2	1	2	-1.000000	S
CCNA_03585	-	chemotaxis receiver domain protein CheYIV	3	3	0	0	-1.000000	S
CCNA_03586	-	chemotaxis protein methyltransferase	6	6	0	0	0.000000	NE
CCNA_03587	-	entericidin B-like protein	2	2	0	0	-1.000000	S
CCNA_03588	phyK	two-component sensor histidine kinase PhyK	12	12	0	0	0.000000	NE
CCNA_03589	sigT	RNA polymerase ECF-type sigma factor sigT	5	5	0	0	0.000000	NE
CCNA_03590	nepR	anti-sigma factor NepR	1	1	0	0	-1.000000	S
CCNA_03591	phyR	anti-anti sigma factor/receiver protein PhyR	7	7	0	0	0.000000	NE
CCNA_03592	-	outer membrane lipoprotein Blc	8	8	0	0	0.000000	NE
CCNA_03593	-	ferritin-like superfamily protein	16	16	0	0	0.000000	NE
CCNA_03594	-	SIR2 family protein	6	6	0	0	0.000000	NE
CCNA_03595	-	S-adenosylmethionine-dependent methyltransferase	5	5	0	0	0.000000	NE
CCNA_03596	-	SWIM zinc finger family protein	1	1	0	0	-1.000000	S
CCNA_03597	-	acetylglutamate kinase	3	3	0	0	-1.000000	S
CCNA_03598	divL	two-component sensor histidine kinase DivL	3	13	5	979	0.849400	U
CCNA_03599	-	aspartate-semialdehyde dehydrogenase	8	8	0	0	0.000000	NE
CCNA_03600	-	integral membrane protein	7	7	0	0	0.000000	NE
CCNA_03601	-	hemolysin III-related membrane protein	10	10	0	0	0.000000	NE
CCNA_03602	-	patatin family phospholipase domain protein	7	7	0	0	0.000000	NE
CCNA_03603	-	beta-lactamase family protein	20	22	1	2	0.000000	NE
CCNA_03604	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03605	-	conserved hypothetical protein	9	9	0	0	0.000000	NE
CCNA_03607	-	ribonucleoside-diphosphate reductase alpha chain	0	19	19	1688	1.000000	E
CCNA_03609	-	outer membrane protein	13	15	2	44	0.000000	NE
CCNA_03610	-	methyltransferase	5	5	0	0	0.000000	NE
CCNA_03611	-	glutathione-regulated potassium-efflux system protein kefC	12	12	0	0	0.000000	NE
CCNA_03612	-	HTH XRE-family transcriptional regulator	1	1	0	0	-1.000000	S
CCNA_03613	-	3-hydroxybutyryl-CoA dehydratase	4	4	0	0	0.000000	NE
CCNA_03614	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03615	-	TonB dependent receptor	21	23	1	2	0.000000	NE
CCNA_03616	-	PiuB-related membrane protein	9	10	1	2	0.000000	NE
CCNA_03617	-	Copper(I)-binding protein	1	1	0	0	-1.000000	S
CCNA_03618	-	SCO1/SenC family protein	7	8	1	2	0.000000	NE
CCNA_03619	-	zinc metalloprotease	32	34	1	2	0.000000	NE
CCNA_03620	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03621	-	AraC-family transcriptional regulator	6	6	0	0	0.000000	NE
CCNA_03622	-	beta-lactamase repressor	3	3	0	0	-1.000000	S
CCNA_03623	-	MecR1 antirepressor protein	7	7	0	0	0.000000	NE
CCNA_03624	-	sodium bicarbonate cotransporter	9	9	0	0	0.000000	NE
CCNA_03625	cztR	transcriptional regulator CztR	5	5	0	0	0.000000	NE
CCNA_03626	-	ATP phosphoribosyltransferase	6	6	0	0	0.000000	NE
CCNA_03627	-	ATP phosphoribosyltransferase regulatory subunit	6	6	0	0	0.000000	NE
CCNA_03628	-	histidyl-tRNA synthetase	0	14	14	1151	1.000000	E
CCNA_03629	socB	DNA replication inhibitor toxin SocB	23	23	0	0	0.364900	U
CCNA_03630	socA	antitoxin protein SocA	2	25	20	260	0.507400	U
CCNA_03631	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03632	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03633	-	GIY-YIG domain protein	5	6	1	2	0.000000	NE
CCNA_03634	-	DoxX family protein	2	2	0	0	-1.000000	S
CCNA_03635	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_03636	-	biotin synthase	6	6	0	0	0.000000	NE
CCNA_03637	-	triphosphate tunnel metalloenzyme family protein	11	11	0	0	0.000000	NE
CCNA_03639	-	ferredoxin, 2Fe-2s	0	2	2	140	-1.000000	S
CCNA_03640	-	phenylpropionate dioxygenase ferredoxin reductase subunit	1	9	8	911	1.000000	E
CCNA_03641	-	succinate dehydrogenase iron-sulfur protein	0	15	15	592	0.504300	U
CCNA_03642	-	succinate dehydrogenase flavoprotein subunit	1	23	22	1683	0.999700	E
CCNA_03643	-	succinate dehydrogenase membrane anchor subunit	2	6	2	73	0.000000	NE
CCNA_03644	sdhC	succinate dehydrogenase cytochrome B-556 subunit	0	4	4	198	0.999900	E
CCNA_03645	-	nucleotide-sugar pyrophosphatase	8	11	2	116	0.000000	NE
CCNA_03646	-	ATPase	9	9	0	0	0.000000	NE
CCNA_03647	-	lysophospholipid acyltransferases	8	9	1	2	0.000000	NE
CCNA_03648	-	YjeE family ATPase	4	6	1	2	0.000000	NE
CCNA_03649	-	Ser/Thr kinase-related phosphotransferase	14	15	1	2	0.000000	NE
CCNA_03650	-	mannose-1-phosphate guanyltransferase	4	5	1	2	0.000000	NE
CCNA_03651	-	ATP-dependent nuclease subunit B	21	22	1	2	0.000000	NE
